score_id,user_id,quiz_id,score,total_marks,percentage,status,completed_at
1319,131,1309,19,20,95.00,Pass,NULL
1321,132,1311,17,20,85.00,Pass,NULL
1322,132,1312,17,20,85.00,Pass,NULL
1323,132,1313,18,20,90.00,Pass,NULL
1324,132,1314,15,20,75.00,Pass,NULL
1326,132,1316,15,20,75.00,Pass,NULL
1327,132,1317,16,20,80.00,Pass,NULL
1328,132,1318,15,20,75.00,Pass,NULL
1331,133,1321,16,20,80.00,Pass,NULL
1332,133,1322,20,20,100.00,Pass,NULL
1333,133,1323,16,20,80.00,Pass,NULL
1335,133,1325,15,20,75.00,Pass,NULL
1338,133,1328,19,20,95.00,Pass,NULL
1340,133,1330,17,20,85.00,Pass,NULL
1343,134,1333,20,20,100.00,Pass,NULL
1347,134,1337,19,20,95.00,Pass,NULL
1348,134,1338,15,20,75.00,Pass,NULL
1349,134,1339,19,20,95.00,Pass,NULL
1350,134,1340,20,20,100.00,Pass,NULL
1353,135,1343,18,20,90.00,Pass,NULL
1354,135,1344,20,20,100.00,Pass,NULL
1355,135,1345,18,20,90.00,Pass,NULL
1357,135,1347,15,20,75.00,Pass,NULL
1360,135,1350,16,20,80.00,Pass,NULL
1361,136,1351,17,20,85.00,Pass,NULL
1364,136,1354,15,20,75.00,Pass,NULL
1366,136,1356,16,20,80.00,Pass,NULL
1367,136,1357,15,20,75.00,Pass,NULL
1369,136,1359,19,20,95.00,Pass,NULL
1372,137,1362,18,20,90.00,Pass,NULL
1375,137,1365,15,20,75.00,Pass,NULL
1376,137,1366,20,20,100.00,Pass,NULL
1379,137,1369,17,20,85.00,Pass,NULL
1380,137,1370,19,20,95.00,Pass,NULL
1382,138,1372,18,20,90.00,Pass,NULL
1385,138,1375,18,20,90.00,Pass,NULL
1386,138,1376,16,20,80.00,Pass,NULL
1389,138,1379,18,20,90.00,Pass,NULL
1390,138,1380,19,20,95.00,Pass,NULL
1391,139,1381,20,20,100.00,Pass,NULL
1392,139,1382,15,20,75.00,Pass,NULL
1393,139,1383,16,20,80.00,Pass,NULL
1395,139,1385,17,20,85.00,Pass,NULL
1398,139,1388,18,20,90.00,Pass,NULL
1399,139,1389,18,20,90.00,Pass,NULL
1402,140,1392,19,20,95.00,Pass,NULL
1406,140,1396,20,20,100.00,Pass,NULL
1407,140,1397,18,20,90.00,Pass,NULL
1408,140,1398,19,20,95.00,Pass,NULL
1410,140,1400,15,20,75.00,Pass,NULL
1412,141,1402,19,20,95.00,Pass,NULL
1417,141,1407,20,20,100.00,Pass,NULL
1425,142,1415,16,20,80.00,Pass,NULL
1427,142,1417,17,20,85.00,Pass,NULL
1428,142,1418,18,20,90.00,Pass,NULL
1429,142,1419,20,20,100.00,Pass,NULL
1434,143,1424,17,20,85.00,Pass,NULL
1436,143,1426,17,20,85.00,Pass,NULL
1437,143,1427,18,20,90.00,Pass,NULL
1439,143,1429,15,20,75.00,Pass,NULL
1440,143,1430,17,20,85.00,Pass,NULL
1443,144,1433,15,20,75.00,Pass,NULL
1444,144,1434,18,20,90.00,Pass,NULL
1446,144,1436,15,20,75.00,Pass,NULL
1448,144,1438,18,20,90.00,Pass,NULL
1450,144,1440,20,20,100.00,Pass,NULL
1451,145,1441,15,20,75.00,Pass,NULL
1453,145,1443,18,20,90.00,Pass,NULL
1454,145,1444,16,20,80.00,Pass,NULL
1457,145,1447,15,20,75.00,Pass,NULL
1459,145,1449,17,20,85.00,Pass,NULL
1461,146,1451,18,20,90.00,Pass,NULL
1463,146,1453,19,20,95.00,Pass,NULL
1465,146,1455,15,20,75.00,Pass,NULL
1469,146,1459,15,20,75.00,Pass,NULL
1473,147,1463,17,20,85.00,Pass,NULL
1475,147,1465,17,20,85.00,Pass,NULL
1477,147,1467,19,20,95.00,Pass,NULL
1480,147,1470,18,20,90.00,Pass,NULL
1484,148,1474,17,20,85.00,Pass,NULL
1485,148,1475,18,20,90.00,Pass,NULL
1486,148,1476,20,20,100.00,Pass,NULL
1487,148,1477,19,20,95.00,Pass,NULL
1489,148,1479,17,20,85.00,Pass,NULL
1490,148,1480,19,20,95.00,Pass,NULL
1491,149,1481,15,20,75.00,Pass,NULL
1493,149,1483,20,20,100.00,Pass,NULL
1494,149,1484,20,20,100.00,Pass,NULL
1496,149,1486,17,20,85.00,Pass,NULL
1497,149,1487,20,20,100.00,Pass,NULL
1500,149,1490,18,20,90.00,Pass,NULL
1502,150,1492,17,20,85.00,Pass,NULL
1504,150,1494,18,20,90.00,Pass,NULL
1505,150,1495,20,20,100.00,Pass,NULL
1506,150,1496,19,20,95.00,Pass,NULL
1507,150,1497,20,20,100.00,Pass,NULL
1508,150,1498,18,20,90.00,Pass,NULL
1509,150,1499,18,20,90.00,Pass,NULL
1511,151,1501,18,20,90.00,Pass,NULL
1513,151,1503,18,20,90.00,Pass,NULL
1514,151,1504,18,20,90.00,Pass,NULL
1517,151,1507,20,20,100.00,Pass,NULL
1518,151,1508,15,20,75.00,Pass,NULL
1520,151,1510,17,20,85.00,Pass,NULL
1522,152,1512,19,20,95.00,Pass,NULL
1527,152,1517,19,20,95.00,Pass,NULL
1532,153,1522,20,20,100.00,Pass,NULL
1533,153,1523,16,20,80.00,Pass,NULL
1535,153,1525,16,20,80.00,Pass,NULL
1536,153,1526,16,20,80.00,Pass,NULL
1540,153,1530,15,20,75.00,Pass,NULL
1541,154,1531,20,20,100.00,Pass,NULL
1543,154,1533,19,20,95.00,Pass,NULL
1545,154,1535,20,20,100.00,Pass,NULL
1547,154,1537,15,20,75.00,Pass,NULL
1550,154,1540,20,20,100.00,Pass,NULL
1552,155,1542,18,20,90.00,Pass,NULL
1553,155,1543,19,20,95.00,Pass,NULL
1554,155,1544,18,20,90.00,Pass,NULL
1556,155,1546,20,20,100.00,Pass,NULL
1557,155,1547,16,20,80.00,Pass,NULL
1560,155,1550,20,20,100.00,Pass,NULL
1564,156,1554,16,20,80.00,Pass,NULL
1566,156,1556,15,20,75.00,Pass,NULL
1568,156,1558,18,20,90.00,Pass,NULL
1569,156,1559,19,20,95.00,Pass,NULL
1570,156,1560,18,20,90.00,Pass,NULL
1572,157,1562,17,20,85.00,Pass,NULL
1574,157,1564,18,20,90.00,Pass,NULL
1577,157,1567,18,20,90.00,Pass,NULL
1579,157,1569,15,20,75.00,Pass,NULL
1581,158,1571,17,20,85.00,Pass,NULL
1582,158,1572,16,20,80.00,Pass,NULL
1584,158,1574,17,20,85.00,Pass,NULL
1586,158,1576,18,20,90.00,Pass,NULL
1588,158,1578,18,20,90.00,Pass,NULL
1589,158,1579,15,20,75.00,Pass,NULL
1590,158,1580,19,20,95.00,Pass,NULL
1592,159,1582,18,20,90.00,Pass,NULL
1599,159,1589,15,20,75.00,Pass,NULL
1603,160,1593,16,20,80.00,Pass,NULL
1606,160,1596,15,20,75.00,Pass,NULL
1608,160,1598,18,20,90.00,Pass,NULL
1609,160,1599,19,20,95.00,Pass,NULL
1610,160,1600,19,20,95.00,Pass,NULL
1611,161,1601,16,20,80.00,Pass,NULL
1613,161,1603,17,20,85.00,Pass,NULL
1614,161,1604,19,20,95.00,Pass,NULL
1615,161,1605,19,20,95.00,Pass,NULL
1617,1,1,18,20,90.00,Pass,NULL
1620,1,4,19,20,95.00,Pass,NULL
1625,1,9,19,20,95.00,Pass,NULL
1627,2,11,18,20,90.00,Pass,NULL
1628,2,12,19,20,95.00,Pass,NULL
1629,2,13,16,20,80.00,Pass,NULL
1631,2,15,17,20,85.00,Pass,NULL
1638,3,22,16,20,80.00,Pass,NULL
1639,3,23,17,20,85.00,Pass,NULL
1641,3,25,16,20,80.00,Pass,NULL
1643,3,27,19,20,95.00,Pass,NULL
1644,3,28,18,20,90.00,Pass,NULL
1645,3,29,19,20,95.00,Pass,NULL
1646,3,30,16,20,80.00,Pass,NULL
1649,4,33,15,20,75.00,Pass,NULL
1650,4,34,17,20,85.00,Pass,NULL
1652,4,36,20,20,100.00,Pass,NULL
1654,4,38,20,20,100.00,Pass,NULL
1655,4,39,20,20,100.00,Pass,NULL
1657,5,41,19,20,95.00,Pass,NULL
1663,5,47,20,20,100.00,Pass,NULL
1671,6,55,17,20,85.00,Pass,NULL
1673,6,57,20,20,100.00,Pass,NULL
1675,6,59,19,20,95.00,Pass,NULL
1676,6,60,15,20,75.00,Pass,NULL
1677,7,61,16,20,80.00,Pass,NULL
1681,7,65,16,20,80.00,Pass,NULL
1683,7,67,18,20,90.00,Pass,NULL
1684,7,68,17,20,85.00,Pass,NULL
1686,7,70,17,20,85.00,Pass,NULL
1688,8,72,19,20,95.00,Pass,NULL
1691,8,75,18,20,90.00,Pass,NULL
1693,8,77,20,20,100.00,Pass,NULL
1700,9,84,15,20,75.00,Pass,NULL
1701,9,85,18,20,90.00,Pass,NULL
1707,10,91,18,20,90.00,Pass,NULL
1709,10,93,19,20,95.00,Pass,NULL
1710,10,94,18,20,90.00,Pass,NULL
1711,10,95,18,20,90.00,Pass,NULL
1713,10,97,17,20,85.00,Pass,NULL
1714,10,98,18,20,90.00,Pass,NULL
1716,10,100,16,20,80.00,Pass,NULL
1717,11,101,19,20,95.00,Pass,NULL
1720,11,104,15,20,75.00,Pass,NULL
1723,11,107,18,20,90.00,Pass,NULL
1724,11,108,19,20,95.00,Pass,NULL
1725,11,109,16,20,80.00,Pass,NULL
1727,12,111,18,20,90.00,Pass,NULL
1729,12,113,20,20,100.00,Pass,NULL
1730,12,114,20,20,100.00,Pass,NULL
1734,12,118,20,20,100.00,Pass,NULL
1740,13,124,17,20,85.00,Pass,NULL
1741,13,125,19,20,95.00,Pass,NULL
1744,13,128,18,20,90.00,Pass,NULL
1745,13,129,15,20,75.00,Pass,NULL
1747,14,131,18,20,90.00,Pass,NULL
1748,14,132,15,20,75.00,Pass,NULL
1753,14,137,19,20,95.00,Pass,NULL
1754,14,138,16,20,80.00,Pass,NULL
1755,14,139,16,20,80.00,Pass,NULL
1757,15,141,19,20,95.00,Pass,NULL
1758,15,142,17,20,85.00,Pass,NULL
1760,15,144,17,20,85.00,Pass,NULL
1765,15,149,16,20,80.00,Pass,NULL
1766,15,150,15,20,75.00,Pass,NULL
1768,16,152,20,20,100.00,Pass,NULL
1772,16,156,18,20,90.00,Pass,NULL
1774,16,158,20,20,100.00,Pass,NULL
1775,16,159,18,20,90.00,Pass,NULL
1777,17,161,17,20,85.00,Pass,NULL
1781,17,165,17,20,85.00,Pass,NULL
1782,17,166,15,20,75.00,Pass,NULL
1783,17,167,16,20,80.00,Pass,NULL
1785,17,169,16,20,80.00,Pass,NULL
1787,18,171,18,20,90.00,Pass,NULL
1788,18,172,19,20,95.00,Pass,NULL
1790,18,174,18,20,90.00,Pass,NULL
1791,18,175,16,20,80.00,Pass,NULL
1792,18,176,20,20,100.00,Pass,NULL
1794,18,178,20,20,100.00,Pass,NULL
1795,18,179,18,20,90.00,Pass,NULL
1801,19,185,15,20,75.00,Pass,NULL
1803,19,187,19,20,95.00,Pass,NULL
1804,19,188,19,20,95.00,Pass,NULL
1806,19,190,16,20,80.00,Pass,NULL
1807,20,191,20,20,100.00,Pass,NULL
1809,20,193,16,20,80.00,Pass,NULL
1811,20,195,18,20,90.00,Pass,NULL
1813,20,197,18,20,90.00,Pass,NULL
1814,20,198,16,20,80.00,Pass,NULL
1815,20,199,17,20,85.00,Pass,NULL
1819,21,203,20,20,100.00,Pass,NULL
1821,21,205,16,20,80.00,Pass,NULL
1822,21,206,20,20,100.00,Pass,NULL
1823,21,207,16,20,80.00,Pass,NULL
1825,21,209,17,20,85.00,Pass,NULL
1827,22,211,15,20,75.00,Pass,NULL
1831,22,215,20,20,100.00,Pass,NULL
1836,22,220,17,20,85.00,Pass,NULL
1839,23,223,19,20,95.00,Pass,NULL
1840,23,224,15,20,75.00,Pass,NULL
1842,23,226,20,20,100.00,Pass,NULL
1843,23,227,16,20,80.00,Pass,NULL
1844,23,228,20,20,100.00,Pass,NULL
1847,24,231,18,20,90.00,Pass,NULL
1848,24,232,15,20,75.00,Pass,NULL
1849,24,233,16,20,80.00,Pass,NULL
1852,24,236,16,20,80.00,Pass,NULL
1853,24,237,17,20,85.00,Pass,NULL
1856,24,240,16,20,80.00,Pass,NULL
1857,25,241,20,20,100.00,Pass,NULL
1858,25,242,19,20,95.00,Pass,NULL
1859,25,243,19,20,95.00,Pass,NULL
1861,25,245,19,20,95.00,Pass,NULL
1864,25,248,18,20,90.00,Pass,NULL
1865,25,249,18,20,90.00,Pass,NULL
1867,26,251,15,20,75.00,Pass,NULL
1868,26,252,16,20,80.00,Pass,NULL
1869,26,253,15,20,75.00,Pass,NULL
1876,26,260,17,20,85.00,Pass,NULL
1877,27,261,16,20,80.00,Pass,NULL
1879,27,263,17,20,85.00,Pass,NULL
1883,27,267,19,20,95.00,Pass,NULL
1884,27,268,18,20,90.00,Pass,NULL
1891,28,275,16,20,80.00,Pass,NULL
1894,28,278,18,20,90.00,Pass,NULL
1895,28,279,15,20,75.00,Pass,NULL
1897,29,281,16,20,80.00,Pass,NULL
1899,29,283,19,20,95.00,Pass,NULL
1900,29,284,17,20,85.00,Pass,NULL
1901,29,285,17,20,85.00,Pass,NULL
1902,29,286,15,20,75.00,Pass,NULL
1904,29,288,20,20,100.00,Pass,NULL
1905,29,289,15,20,75.00,Pass,NULL
1906,29,290,20,20,100.00,Pass,NULL
1911,30,295,18,20,90.00,Pass,NULL
1916,30,300,15,20,75.00,Pass,NULL
1917,31,301,19,20,95.00,Pass,NULL
1919,31,303,18,20,90.00,Pass,NULL
1920,31,304,18,20,90.00,Pass,NULL
1921,31,305,18,20,90.00,Pass,NULL
1925,31,309,19,20,95.00,Pass,NULL
1927,32,311,20,20,100.00,Pass,NULL
1932,32,316,16,20,80.00,Pass,NULL
1933,32,317,15,20,75.00,Pass,NULL
1938,33,322,15,20,75.00,Pass,NULL
1941,33,325,15,20,75.00,Pass,NULL
1942,33,326,20,20,100.00,Pass,NULL
1943,33,327,16,20,80.00,Pass,NULL
1946,33,330,18,20,90.00,Pass,NULL
1947,34,331,16,20,80.00,Pass,NULL
1950,34,334,20,20,100.00,Pass,NULL
1954,34,338,15,20,75.00,Pass,NULL
1955,34,339,15,20,75.00,Pass,NULL
1964,35,348,20,20,100.00,Pass,NULL
1965,35,349,20,20,100.00,Pass,NULL
1966,35,350,15,20,75.00,Pass,NULL
1969,36,353,19,20,95.00,Pass,NULL
1970,36,354,19,20,95.00,Pass,NULL
1971,36,355,20,20,100.00,Pass,NULL
1972,36,356,16,20,80.00,Pass,NULL
1973,36,357,18,20,90.00,Pass,NULL
1974,36,358,19,20,95.00,Pass,NULL
1975,36,359,15,20,75.00,Pass,NULL
1981,37,365,17,20,85.00,Pass,NULL
1982,37,366,19,20,95.00,Pass,NULL
1983,37,367,16,20,80.00,Pass,NULL
1985,37,369,19,20,95.00,Pass,NULL
1989,38,373,17,20,85.00,Pass,NULL
1990,38,374,15,20,75.00,Pass,NULL
1991,38,375,16,20,80.00,Pass,NULL
1992,38,376,16,20,80.00,Pass,NULL
1995,38,379,16,20,80.00,Pass,NULL
1999,39,383,17,20,85.00,Pass,NULL
2001,39,385,18,20,90.00,Pass,NULL
2005,39,389,17,20,85.00,Pass,NULL
2007,40,391,17,20,85.00,Pass,NULL
2008,40,392,17,20,85.00,Pass,NULL
2010,40,394,17,20,85.00,Pass,NULL
2013,40,397,18,20,90.00,Pass,NULL
2014,40,398,17,20,85.00,Pass,NULL
2015,40,399,17,20,85.00,Pass,NULL
2016,40,400,16,20,80.00,Pass,NULL
2020,41,404,18,20,90.00,Pass,NULL
2021,41,405,19,20,95.00,Pass,NULL
2027,42,411,18,20,90.00,Pass,NULL
2028,42,412,18,20,90.00,Pass,NULL
2030,42,414,15,20,75.00,Pass,NULL
2032,42,416,20,20,100.00,Pass,NULL
2035,42,419,15,20,75.00,Pass,NULL
2036,42,420,17,20,85.00,Pass,NULL
2037,43,421,17,20,85.00,Pass,NULL
2040,43,424,16,20,80.00,Pass,NULL
2042,43,426,16,20,80.00,Pass,NULL
2051,44,435,15,20,75.00,Pass,NULL
2052,44,436,16,20,80.00,Pass,NULL
2053,44,437,19,20,95.00,Pass,NULL
2055,44,439,17,20,85.00,Pass,NULL
2056,44,440,20,20,100.00,Pass,NULL
2057,45,441,18,20,90.00,Pass,NULL
2058,45,442,16,20,80.00,Pass,NULL
2060,45,444,18,20,90.00,Pass,NULL
2061,45,445,16,20,80.00,Pass,NULL
2063,45,447,18,20,90.00,Pass,NULL
2069,46,453,19,20,95.00,Pass,NULL
2070,46,454,16,20,80.00,Pass,NULL
2074,46,458,17,20,85.00,Pass,NULL
2076,46,460,19,20,95.00,Pass,NULL
2079,47,463,18,20,90.00,Pass,NULL
2080,47,464,18,20,90.00,Pass,NULL
2082,47,466,16,20,80.00,Pass,NULL
2083,47,467,15,20,75.00,Pass,NULL
2087,48,471,18,20,90.00,Pass,NULL
2093,48,477,20,20,100.00,Pass,NULL
2095,48,479,18,20,90.00,Pass,NULL
2098,49,482,19,20,95.00,Pass,NULL
2099,49,483,15,20,75.00,Pass,NULL
2100,49,484,16,20,80.00,Pass,NULL
2101,49,485,19,20,95.00,Pass,NULL
2103,49,487,16,20,80.00,Pass,NULL
2107,50,491,19,20,95.00,Pass,NULL
2109,50,493,16,20,80.00,Pass,NULL
2112,50,496,17,20,85.00,Pass,NULL
2113,50,497,16,20,80.00,Pass,NULL
2120,51,504,20,20,100.00,Pass,NULL
2124,51,508,18,20,90.00,Pass,NULL
2126,51,510,18,20,90.00,Pass,NULL
2129,52,513,20,20,100.00,Pass,NULL
2130,52,514,16,20,80.00,Pass,NULL
2132,52,516,17,20,85.00,Pass,NULL
2133,52,517,19,20,95.00,Pass,NULL
2137,53,521,20,20,100.00,Pass,NULL
2138,53,522,20,20,100.00,Pass,NULL
2143,53,527,19,20,95.00,Pass,NULL
2145,53,529,20,20,100.00,Pass,NULL
