topic_id,video_title,duration
719,Video Lesson for Topic 719,20:00
720,Video Lesson for Topic 720,25:30:00
721,Video Lesson for Topic 721,10:00
722,Video Lesson for Topic 722,18:10
723,Video Lesson for Topic 723,30:00:00
724,Video Lesson for Topic 724,30:00:00
725,Video Lesson for Topic 725,12:45
726,Video Lesson for Topic 726,25:30:00
727,Video Lesson for Topic 727,10:00
728,Video Lesson for Topic 728,05:30
729,Video Lesson for Topic 729,18:10
730,Video Lesson for Topic 730,10:00
731,Video Lesson for Topic 731,12:45
732,Video Lesson for Topic 732,12:45
733,Video Lesson for Topic 733,25:30:00
734,Video Lesson for Topic 734,30:00:00
735,Video Lesson for Topic 735,05:30
736,Video Lesson for Topic 736,25:30:00
737,Video Lesson for Topic 737,18:10
738,Video Lesson for Topic 738,30:00:00
739,Video Lesson for Topic 739,30:00:00
740,Video Lesson for Topic 740,08:15
741,Video Lesson for Topic 741,25:30:00
742,Video Lesson for Topic 742,05:30
743,Video Lesson for Topic 743,18:10
744,Video Lesson for Topic 744,05:30
745,Video Lesson for Topic 745,18:10
746,Video Lesson for Topic 746,15:20
747,Video Lesson for Topic 747,25:30:00
748,Video Lesson for Topic 748,25:30:00
749,Video Lesson for Topic 749,30:00:00
750,Video Lesson for Topic 750,10:00
751,Video Lesson for Topic 751,18:10
752,Video Lesson for Topic 752,25:30:00
753,Video Lesson for Topic 753,10:00
754,Video Lesson for Topic 754,08:15
755,Video Lesson for Topic 755,05:30
756,Video Lesson for Topic 756,30:00:00
757,Video Lesson for Topic 757,18:10
758,Video Lesson for Topic 758,10:00
759,Video Lesson for Topic 759,05:30
760,Video Lesson for Topic 760,20:00
761,Video Lesson for Topic 761,25:30:00
762,Video Lesson for Topic 762,08:15
763,Video Lesson for Topic 763,08:15
764,Video Lesson for Topic 764,08:15
765,Video Lesson for Topic 765,18:10
766,Video Lesson for Topic 766,12:45
767,Video Lesson for Topic 767,15:20
768,Video Lesson for Topic 768,20:00
769,Video Lesson for Topic 769,18:10
770,Video Lesson for Topic 770,10:00
771,Video Lesson for Topic 771,18:10
772,Video Lesson for Topic 772,05:30
773,Video Lesson for Topic 773,20:00
774,Video Lesson for Topic 774,12:45
775,Video Lesson for Topic 775,12:45
776,Video Lesson for Topic 776,30:00:00
777,Video Lesson for Topic 777,10:00
778,Video Lesson for Topic 778,08:15
779,Video Lesson for Topic 779,10:00
780,Video Lesson for Topic 780,18:10
781,Video Lesson for Topic 781,05:30
782,Video Lesson for Topic 782,30:00:00
783,Video Lesson for Topic 783,25:30:00
784,Video Lesson for Topic 784,18:10
785,Video Lesson for Topic 785,25:30:00
786,Video Lesson for Topic 786,08:15
787,Video Lesson for Topic 787,20:00
788,Video Lesson for Topic 788,12:45
789,Video Lesson for Topic 789,08:15
790,Video Lesson for Topic 790,12:45
791,Video Lesson for Topic 791,10:00
792,Video Lesson for Topic 792,08:15
793,Video Lesson for Topic 793,05:30
794,Video Lesson for Topic 794,15:20
795,Video Lesson for Topic 795,25:30:00
796,Video Lesson for Topic 796,30:00:00
797,Video Lesson for Topic 797,10:00
798,Video Lesson for Topic 798,25:30:00
799,Video Lesson for Topic 799,30:00:00
800,Video Lesson for Topic 800,15:20
801,Video Lesson for Topic 801,20:00
802,Video Lesson for Topic 802,10:00
803,Video Lesson for Topic 803,12:45
804,Video Lesson for Topic 804,25:30:00
805,Video Lesson for Topic 805,18:10
806,Video Lesson for Topic 806,08:15
807,Video Lesson for Topic 807,20:00
808,Video Lesson for Topic 808,15:20
809,Video Lesson for Topic 809,10:00
810,Video Lesson for Topic 810,08:15
811,Video Lesson for Topic 811,05:30
812,Video Lesson for Topic 812,08:15
813,Video Lesson for Topic 813,10:00
814,Video Lesson for Topic 814,15:20
815,Video Lesson for Topic 815,05:30
816,Video Lesson for Topic 816,25:30:00
817,Video Lesson for Topic 817,05:30
818,Video Lesson for Topic 818,15:20
819,Video Lesson for Topic 819,10:00
820,Video Lesson for Topic 820,20:00
821,Video Lesson for Topic 821,18:10
822,Video Lesson for Topic 822,20:00
823,Video Lesson for Topic 823,15:20
824,Video Lesson for Topic 824,15:20
825,Video Lesson for Topic 825,18:10
826,Video Lesson for Topic 826,12:45
827,Video Lesson for Topic 827,15:20
828,Video Lesson for Topic 828,10:00
829,Video Lesson for Topic 829,10:00
830,Video Lesson for Topic 830,12:45
831,Video Lesson for Topic 831,30:00:00
832,Video Lesson for Topic 832,05:30
833,Video Lesson for Topic 833,18:10
834,Video Lesson for Topic 834,10:00
835,Video Lesson for Topic 835,05:30
836,Video Lesson for Topic 836,20:00
837,Video Lesson for Topic 837,12:45
838,Video Lesson for Topic 838,18:10
839,Video Lesson for Topic 839,15:20
840,Video Lesson for Topic 840,08:15
841,Video Lesson for Topic 841,10:00
842,Video Lesson for Topic 842,20:00
843,Video Lesson for Topic 843,08:15
844,Video Lesson for Topic 844,10:00
845,Video Lesson for Topic 845,25:30:00
846,Video Lesson for Topic 846,15:20
847,Video Lesson for Topic 847,15:20
848,Video Lesson for Topic 848,08:15
849,Video Lesson for Topic 849,12:45
850,Video Lesson for Topic 850,15:20
851,Video Lesson for Topic 851,08:15
852,Video Lesson for Topic 852,30:00:00
853,Video Lesson for Topic 853,08:15
854,Video Lesson for Topic 854,15:20
855,Video Lesson for Topic 855,25:30:00
856,Video Lesson for Topic 856,30:00:00
857,Video Lesson for Topic 857,30:00:00
858,Video Lesson for Topic 858,15:20
859,Video Lesson for Topic 859,30:00:00
860,Video Lesson for Topic 860,30:00:00
861,Video Lesson for Topic 861,25:30:00
862,Video Lesson for Topic 862,15:20
863,Video Lesson for Topic 863,10:00
864,Video Lesson for Topic 864,25:30:00
865,Video Lesson for Topic 865,12:45
866,Video Lesson for Topic 866,25:30:00
867,Video Lesson for Topic 867,08:15
868,Video Lesson for Topic 868,18:10
869,Video Lesson for Topic 869,12:45
870,Video Lesson for Topic 870,10:00
871,Video Lesson for Topic 871,05:30
872,Video Lesson for Topic 872,12:45
873,Video Lesson for Topic 873,05:30
874,Video Lesson for Topic 874,18:10
875,Video Lesson for Topic 875,30:00:00
876,Video Lesson for Topic 876,30:00:00
877,Video Lesson for Topic 877,08:15
878,Video Lesson for Topic 878,20:00
879,Video Lesson for Topic 879,15:20
880,Video Lesson for Topic 880,18:10
881,Video Lesson for Topic 881,05:30
882,Video Lesson for Topic 882,10:00
883,Video Lesson for Topic 883,20:00
884,Video Lesson for Topic 884,18:10
885,Video Lesson for Topic 885,10:00
886,Video Lesson for Topic 886,12:45
887,Video Lesson for Topic 887,08:15
888,Video Lesson for Topic 888,18:10
889,Video Lesson for Topic 889,20:00
890,Video Lesson for Topic 890,20:00
891,Video Lesson for Topic 891,10:00
892,Video Lesson for Topic 892,18:10
893,Video Lesson for Topic 893,15:20
894,Video Lesson for Topic 894,20:00
895,Video Lesson for Topic 895,08:15
896,Video Lesson for Topic 896,08:15
897,Video Lesson for Topic 897,08:15
898,Video Lesson for Topic 898,18:10
899,Video Lesson for Topic 899,08:15
900,Video Lesson for Topic 900,10:00
901,Video Lesson for Topic 901,05:30
902,Video Lesson for Topic 902,25:30:00
903,Video Lesson for Topic 903,20:00
904,Video Lesson for Topic 904,15:20
905,Video Lesson for Topic 905,05:30
906,Video Lesson for Topic 906,12:45
907,Video Lesson for Topic 907,05:30
908,Video Lesson for Topic 908,18:10
909,Video Lesson for Topic 909,12:45
910,Video Lesson for Topic 910,25:30:00
911,Video Lesson for Topic 911,12:45
912,Video Lesson for Topic 912,25:30:00
913,Video Lesson for Topic 913,25:30:00
914,Video Lesson for Topic 914,18:10
915,Video Lesson for Topic 915,10:00
916,Video Lesson for Topic 916,20:00
917,Video Lesson for Topic 917,15:20
918,Video Lesson for Topic 918,15:20
919,Video Lesson for Topic 919,12:45
920,Video Lesson for Topic 920,10:00
921,Video Lesson for Topic 921,30:00:00
922,Video Lesson for Topic 922,30:00:00
923,Video Lesson for Topic 923,12:45
924,Video Lesson for Topic 924,15:20
925,Video Lesson for Topic 925,10:00
926,Video Lesson for Topic 926,05:30
927,Video Lesson for Topic 927,10:00
928,Video Lesson for Topic 928,25:30:00
929,Video Lesson for Topic 929,15:20
930,Video Lesson for Topic 930,15:20
931,Video Lesson for Topic 931,20:00
932,Video Lesson for Topic 932,30:00:00
933,Video Lesson for Topic 933,10:00
934,Video Lesson for Topic 934,15:20
935,Video Lesson for Topic 935,20:00
936,Video Lesson for Topic 936,30:00:00
937,Video Lesson for Topic 937,08:15
938,Video Lesson for Topic 938,18:10
939,Video Lesson for Topic 939,18:10
940,Video Lesson for Topic 940,30:00:00
941,Video Lesson for Topic 941,25:30:00
942,Video Lesson for Topic 942,30:00:00
943,Video Lesson for Topic 943,30:00:00
944,Video Lesson for Topic 944,12:45
945,Video Lesson for Topic 945,05:30
946,Video Lesson for Topic 946,25:30:00
947,Video Lesson for Topic 947,08:15
948,Video Lesson for Topic 948,05:30
949,Video Lesson for Topic 949,10:00
950,Video Lesson for Topic 950,05:30
951,Video Lesson for Topic 951,30:00:00
952,Video Lesson for Topic 952,25:30:00
953,Video Lesson for Topic 953,30:00:00
954,Video Lesson for Topic 954,18:10
955,Video Lesson for Topic 955,20:00
956,Video Lesson for Topic 956,18:10
957,Video Lesson for Topic 957,10:00
958,Video Lesson for Topic 958,20:00
959,Video Lesson for Topic 959,18:10
960,Video Lesson for Topic 960,30:00:00
961,Video Lesson for Topic 961,30:00:00
962,Video Lesson for Topic 962,30:00:00
963,Video Lesson for Topic 963,18:10
964,Video Lesson for Topic 964,25:30:00
965,Video Lesson for Topic 965,10:00
966,Video Lesson for Topic 966,20:00
967,Video Lesson for Topic 967,05:30
968,Video Lesson for Topic 968,18:10
969,Video Lesson for Topic 969,25:30:00
970,Video Lesson for Topic 970,12:45
971,Video Lesson for Topic 971,05:30
972,Video Lesson for Topic 972,05:30
973,Video Lesson for Topic 973,10:00
974,Video Lesson for Topic 974,25:30:00
975,Video Lesson for Topic 975,15:20
976,Video Lesson for Topic 976,20:00
977,Video Lesson for Topic 977,30:00:00
978,Video Lesson for Topic 978,08:15
979,Video Lesson for Topic 979,12:45
980,Video Lesson for Topic 980,10:00
981,Video Lesson for Topic 981,15:20
982,Video Lesson for Topic 982,12:45
983,Video Lesson for Topic 983,20:00
984,Video Lesson for Topic 984,12:45
985,Video Lesson for Topic 985,25:30:00
986,Video Lesson for Topic 986,15:20
987,Video Lesson for Topic 987,10:00
988,Video Lesson for Topic 988,25:30:00
989,Video Lesson for Topic 989,18:10
990,Video Lesson for Topic 990,18:10
991,Video Lesson for Topic 991,30:00:00
992,Video Lesson for Topic 992,30:00:00
993,Video Lesson for Topic 993,30:00:00
994,Video Lesson for Topic 994,10:00
995,Video Lesson for Topic 995,12:45
996,Video Lesson for Topic 996,20:00
997,Video Lesson for Topic 997,18:10
998,Video Lesson for Topic 998,25:30:00
999,Video Lesson for Topic 999,18:10
1000,Video Lesson for Topic 1000,18:10
1001,Video Lesson for Topic 1001,25:30:00
1002,Video Lesson for Topic 1002,12:45
1003,Video Lesson for Topic 1003,15:20
1004,Video Lesson for Topic 1004,10:00
1005,Video Lesson for Topic 1005,20:00
1006,Video Lesson for Topic 1006,20:00
1007,Video Lesson for Topic 1007,25:30:00
1008,Video Lesson for Topic 1008,12:45
1009,Video Lesson for Topic 1009,08:15
1010,Video Lesson for Topic 1010,30:00:00
1011,Video Lesson for Topic 1011,05:30
1012,Video Lesson for Topic 1012,05:30
1013,Video Lesson for Topic 1013,20:00
1014,Video Lesson for Topic 1014,18:10
1015,Video Lesson for Topic 1015,18:10
1016,Video Lesson for Topic 1016,20:00
1017,Video Lesson for Topic 1017,08:15
1018,Video Lesson for Topic 1018,05:30
1019,Video Lesson for Topic 1019,18:10
1020,Video Lesson for Topic 1020,25:30:00
1021,Video Lesson for Topic 1021,08:15
1022,Video Lesson for Topic 1022,15:20
1023,Video Lesson for Topic 1023,12:45
1024,Video Lesson for Topic 1024,20:00
1025,Video Lesson for Topic 1025,20:00
1026,Video Lesson for Topic 1026,10:00
1027,Video Lesson for Topic 1027,12:45
1028,Video Lesson for Topic 1028,15:20
1029,Video Lesson for Topic 1029,20:00
1030,Video Lesson for Topic 1030,18:10
1031,Video Lesson for Topic 1031,25:30:00
1032,Video Lesson for Topic 1032,10:00
1033,Video Lesson for Topic 1033,05:30
1034,Video Lesson for Topic 1034,15:20
1035,Video Lesson for Topic 1035,05:30
1036,Video Lesson for Topic 1036,10:00
1037,Video Lesson for Topic 1037,20:00
1038,Video Lesson for Topic 1038,05:30
1039,Video Lesson for Topic 1039,10:00
1040,Video Lesson for Topic 1040,25:30:00
1041,Video Lesson for Topic 1041,25:30:00
1042,Video Lesson for Topic 1042,10:00
1043,Video Lesson for Topic 1043,15:20
1044,Video Lesson for Topic 1044,25:30:00
1045,Video Lesson for Topic 1045,08:15
1046,Video Lesson for Topic 1046,15:20
1047,Video Lesson for Topic 1047,10:00
1048,Video Lesson for Topic 1048,30:00:00
1049,Video Lesson for Topic 1049,12:45
1050,Video Lesson for Topic 1050,15:20
1051,Video Lesson for Topic 1051,20:00
1052,Video Lesson for Topic 1052,15:20
1053,Video Lesson for Topic 1053,05:30
1054,Video Lesson for Topic 1054,10:00
1055,Video Lesson for Topic 1055,08:15
1056,Video Lesson for Topic 1056,10:00
1057,Video Lesson for Topic 1057,10:00
1058,Video Lesson for Topic 1058,30:00:00
1059,Video Lesson for Topic 1059,25:30:00
1060,Video Lesson for Topic 1060,18:10
1061,Video Lesson for Topic 1061,10:00
1062,Video Lesson for Topic 1062,08:15
1063,Video Lesson for Topic 1063,25:30:00
1064,Video Lesson for Topic 1064,10:00
1065,Video Lesson for Topic 1065,08:15
1066,Video Lesson for Topic 1066,12:45
1067,Video Lesson for Topic 1067,08:15
1068,Video Lesson for Topic 1068,18:10
1069,Video Lesson for Topic 1069,10:00
1070,Video Lesson for Topic 1070,08:15
1071,Video Lesson for Topic 1071,18:10
1072,Video Lesson for Topic 1072,12:45
1073,Video Lesson for Topic 1073,25:30:00
1074,Video Lesson for Topic 1074,10:00
1075,Video Lesson for Topic 1075,20:00
1076,Video Lesson for Topic 1076,20:00
1077,Video Lesson for Topic 1077,10:00
1078,Video Lesson for Topic 1078,10:00
1079,Video Lesson for Topic 1079,30:00:00
1080,Video Lesson for Topic 1080,20:00
1081,Video Lesson for Topic 1081,25:30:00
1082,Video Lesson for Topic 1082,05:30
1083,Video Lesson for Topic 1083,18:10
1084,Video Lesson for Topic 1084,18:10
1085,Video Lesson for Topic 1085,30:00:00
1086,Video Lesson for Topic 1086,18:10
1087,Video Lesson for Topic 1087,08:15
1088,Video Lesson for Topic 1088,30:00:00
1089,Video Lesson for Topic 1089,18:10
1090,Video Lesson for Topic 1090,18:10
1091,Video Lesson for Topic 1091,15:20
1092,Video Lesson for Topic 1092,18:10
1093,Video Lesson for Topic 1093,18:10
1094,Video Lesson for Topic 1094,20:00
1095,Video Lesson for Topic 1095,12:45
1096,Video Lesson for Topic 1096,20:00
1097,Video Lesson for Topic 1097,30:00:00
1098,Video Lesson for Topic 1098,30:00:00
1099,Video Lesson for Topic 1099,05:30
1100,Video Lesson for Topic 1100,18:10
1101,Video Lesson for Topic 1101,12:45
1102,Video Lesson for Topic 1102,18:10
1103,Video Lesson for Topic 1103,30:00:00
1104,Video Lesson for Topic 1104,10:00
1105,Video Lesson for Topic 1105,10:00
1106,Video Lesson for Topic 1106,18:10
1107,Video Lesson for Topic 1107,30:00:00
1108,Video Lesson for Topic 1108,15:20
1109,Video Lesson for Topic 1109,15:20
1110,Video Lesson for Topic 1110,20:00
1111,Video Lesson for Topic 1111,12:45
1112,Video Lesson for Topic 1112,30:00:00
1113,Video Lesson for Topic 1113,20:00
1114,Video Lesson for Topic 1114,18:10
1115,Video Lesson for Topic 1115,15:20
1116,Video Lesson for Topic 1116,10:00
1117,Video Lesson for Topic 1117,10:00
1118,Video Lesson for Topic 1118,18:10
1119,Video Lesson for Topic 1119,08:15
1120,Video Lesson for Topic 1120,10:00
1121,Video Lesson for Topic 1121,30:00:00
1122,Video Lesson for Topic 1122,30:00:00
1123,Video Lesson for Topic 1123,20:00
1124,Video Lesson for Topic 1124,05:30
1125,Video Lesson for Topic 1125,18:10
1126,Video Lesson for Topic 1126,15:20
1127,Video Lesson for Topic 1127,30:00:00
1128,Video Lesson for Topic 1128,20:00
1129,Video Lesson for Topic 1129,25:30:00
1130,Video Lesson for Topic 1130,05:30
1131,Video Lesson for Topic 1131,20:00
1132,Video Lesson for Topic 1132,25:30:00
1133,Video Lesson for Topic 1133,30:00:00
1134,Video Lesson for Topic 1134,05:30
1135,Video Lesson for Topic 1135,25:30:00
1136,Video Lesson for Topic 1136,30:00:00
1137,Video Lesson for Topic 1137,18:10
1138,Video Lesson for Topic 1138,18:10
1139,Video Lesson for Topic 1139,20:00
1140,Video Lesson for Topic 1140,18:10
1141,Video Lesson for Topic 1141,18:10
1142,Video Lesson for Topic 1142,05:30
1143,Video Lesson for Topic 1143,20:00
1144,Video Lesson for Topic 1144,20:00
1145,Video Lesson for Topic 1145,12:45
1146,Video Lesson for Topic 1146,05:30
1147,Video Lesson for Topic 1147,15:20
1148,Video Lesson for Topic 1148,08:15
1149,Video Lesson for Topic 1149,30:00:00
1150,Video Lesson for Topic 1150,15:20
1151,Video Lesson for Topic 1151,18:10
1152,Video Lesson for Topic 1152,08:15
1153,Video Lesson for Topic 1153,25:30:00
1154,Video Lesson for Topic 1154,15:20
1155,Video Lesson for Topic 1155,30:00:00
1156,Video Lesson for Topic 1156,20:00
1157,Video Lesson for Topic 1157,12:45
1158,Video Lesson for Topic 1158,20:00
1159,Video Lesson for Topic 1159,08:15
1160,Video Lesson for Topic 1160,20:00
1161,Video Lesson for Topic 1161,20:00
1162,Video Lesson for Topic 1162,15:20
1163,Video Lesson for Topic 1163,12:45
1164,Video Lesson for Topic 1164,20:00
1165,Video Lesson for Topic 1165,20:00
1166,Video Lesson for Topic 1166,20:00
1167,Video Lesson for Topic 1167,08:15
1168,Video Lesson for Topic 1168,10:00
1169,Video Lesson for Topic 1169,15:20
1170,Video Lesson for Topic 1170,12:45
1171,Video Lesson for Topic 1171,25:30:00
1172,Video Lesson for Topic 1172,05:30
1173,Video Lesson for Topic 1173,10:00
1174,Video Lesson for Topic 1174,20:00
1175,Video Lesson for Topic 1175,08:15
1176,Video Lesson for Topic 1176,30:00:00
1177,Video Lesson for Topic 1177,30:00:00
1178,Video Lesson for Topic 1178,20:00
1179,Video Lesson for Topic 1179,30:00:00
1180,Video Lesson for Topic 1180,12:45
1181,Video Lesson for Topic 1181,05:30
1182,Video Lesson for Topic 1182,10:00
1183,Video Lesson for Topic 1183,10:00
1184,Video Lesson for Topic 1184,12:45
1185,Video Lesson for Topic 1185,30:00:00
1186,Video Lesson for Topic 1186,12:45
1187,Video Lesson for Topic 1187,05:30
1188,Video Lesson for Topic 1188,08:15
1189,Video Lesson for Topic 1189,08:15
1190,Video Lesson for Topic 1190,18:10
1191,Video Lesson for Topic 1191,25:30:00
1192,Video Lesson for Topic 1192,15:20
1193,Video Lesson for Topic 1193,10:00
1194,Video Lesson for Topic 1194,18:10
1195,Video Lesson for Topic 1195,25:30:00
1196,Video Lesson for Topic 1196,25:30:00
1197,Video Lesson for Topic 1197,18:10
1198,Video Lesson for Topic 1198,20:00
1199,Video Lesson for Topic 1199,30:00:00
1200,Video Lesson for Topic 1200,08:15
1201,Video Lesson for Topic 1201,08:15
1202,Video Lesson for Topic 1202,30:00:00
1203,Video Lesson for Topic 1203,08:15
1204,Video Lesson for Topic 1204,20:00
1205,Video Lesson for Topic 1205,05:30
1206,Video Lesson for Topic 1206,05:30
1207,Video Lesson for Topic 1207,30:00:00
1208,Video Lesson for Topic 1208,25:30:00
1209,Video Lesson for Topic 1209,15:20
1210,Video Lesson for Topic 1210,08:15
1211,Video Lesson for Topic 1211,15:20
1212,Video Lesson for Topic 1212,30:00:00
1213,Video Lesson for Topic 1213,10:00
1214,Video Lesson for Topic 1214,12:45
1215,Video Lesson for Topic 1215,05:30
1216,Video Lesson for Topic 1216,20:00
1217,Video Lesson for Topic 1217,05:30
1218,Video Lesson for Topic 1218,05:30
1219,Video Lesson for Topic 1219,20:00
1220,Video Lesson for Topic 1220,30:00:00
1221,Video Lesson for Topic 1221,05:30
1222,Video Lesson for Topic 1222,25:30:00
1223,Video Lesson for Topic 1223,25:30:00
1224,Video Lesson for Topic 1224,30:00:00
1225,Video Lesson for Topic 1225,25:30:00
1226,Video Lesson for Topic 1226,25:30:00
1227,Video Lesson for Topic 1227,05:30
1228,Video Lesson for Topic 1228,25:30:00
1229,Video Lesson for Topic 1229,05:30
1230,Video Lesson for Topic 1230,05:30
1231,Video Lesson for Topic 1231,18:10
1232,Video Lesson for Topic 1232,15:20
1233,Video Lesson for Topic 1233,05:30
1234,Video Lesson for Topic 1234,20:00
1235,Video Lesson for Topic 1235,12:45
1236,Video Lesson for Topic 1236,08:15
1237,Video Lesson for Topic 1237,08:15
1238,Video Lesson for Topic 1238,05:30
1239,Video Lesson for Topic 1239,15:20
1240,Video Lesson for Topic 1240,20:00
1241,Video Lesson for Topic 1241,18:10
1242,Video Lesson for Topic 1242,10:00
1243,Video Lesson for Topic 1243,30:00:00
1244,Video Lesson for Topic 1244,30:00:00
1245,Video Lesson for Topic 1245,20:00
1246,Video Lesson for Topic 1246,05:30
1247,Video Lesson for Topic 1247,05:30
1248,Video Lesson for Topic 1248,05:30
1249,Video Lesson for Topic 1249,10:00
1250,Video Lesson for Topic 1250,25:30:00
1251,Video Lesson for Topic 1251,25:30:00
1252,Video Lesson for Topic 1252,18:10
1253,Video Lesson for Topic 1253,15:20
1254,Video Lesson for Topic 1254,25:30:00
1255,Video Lesson for Topic 1255,30:00:00
1256,Video Lesson for Topic 1256,08:15
1257,Video Lesson for Topic 1257,08:15
1258,Video Lesson for Topic 1258,08:15
1259,Video Lesson for Topic 1259,10:00
1260,Video Lesson for Topic 1260,08:15
1261,Video Lesson for Topic 1261,15:20
1262,Video Lesson for Topic 1262,05:30
1263,Video Lesson for Topic 1263,10:00
1264,Video Lesson for Topic 1264,15:20
1265,Video Lesson for Topic 1265,20:00
1266,Video Lesson for Topic 1266,12:45
1267,Video Lesson for Topic 1267,10:00
1268,Video Lesson for Topic 1268,08:15
1269,Video Lesson for Topic 1269,20:00
1270,Video Lesson for Topic 1270,25:30:00
1271,Video Lesson for Topic 1271,10:00
1272,Video Lesson for Topic 1272,10:00
1273,Video Lesson for Topic 1273,30:00:00
1274,Video Lesson for Topic 1274,12:45
1275,Video Lesson for Topic 1275,15:20
1276,Video Lesson for Topic 1276,30:00:00
1277,Video Lesson for Topic 1277,05:30
1278,Video Lesson for Topic 1278,15:20
1279,Video Lesson for Topic 1279,12:45
1280,Video Lesson for Topic 1280,20:00
1281,Video Lesson for Topic 1281,20:00
1282,Video Lesson for Topic 1282,15:20
1283,Video Lesson for Topic 1283,18:10
1284,Video Lesson for Topic 1284,15:20
1285,Video Lesson for Topic 1285,30:00:00
1286,Video Lesson for Topic 1286,15:20
1287,Video Lesson for Topic 1287,08:15
1288,Video Lesson for Topic 1288,18:10
1289,Video Lesson for Topic 1289,25:30:00
1290,Video Lesson for Topic 1290,25:30:00
1291,Video Lesson for Topic 1291,08:15
1292,Video Lesson for Topic 1292,18:10
1293,Video Lesson for Topic 1293,10:00
1294,Video Lesson for Topic 1294,12:45
1295,Video Lesson for Topic 1295,12:45
1296,Video Lesson for Topic 1296,12:45
1297,Video Lesson for Topic 1297,30:00:00
1298,Video Lesson for Topic 1298,05:30
1299,Video Lesson for Topic 1299,12:45
1300,Video Lesson for Topic 1300,18:10
1301,Video Lesson for Topic 1301,05:30
1302,Video Lesson for Topic 1302,18:10
1303,Video Lesson for Topic 1303,05:30
1304,Video Lesson for Topic 1304,20:00
1305,Video Lesson for Topic 1305,18:10
1306,Video Lesson for Topic 1306,10:00
1307,Video Lesson for Topic 1307,18:10
1308,Video Lesson for Topic 1308,05:30
1309,Video Lesson for Topic 1309,08:15
1310,Video Lesson for Topic 1310,15:20
1311,Video Lesson for Topic 1311,30:00:00
1312,Video Lesson for Topic 1312,15:20
1313,Video Lesson for Topic 1313,20:00
1314,Video Lesson for Topic 1314,15:20
1315,Video Lesson for Topic 1315,20:00
1316,Video Lesson for Topic 1316,25:30:00
1317,Video Lesson for Topic 1317,05:30
1318,Video Lesson for Topic 1318,12:45
1319,Video Lesson for Topic 1319,10:00
1320,Video Lesson for Topic 1320,12:45
1321,Video Lesson for Topic 1321,10:00
1322,Video Lesson for Topic 1322,08:15
1323,Video Lesson for Topic 1323,05:30
1324,Video Lesson for Topic 1324,25:30:00
1325,Video Lesson for Topic 1325,08:15
1326,Video Lesson for Topic 1326,30:00:00
1327,Video Lesson for Topic 1327,12:45
1328,Video Lesson for Topic 1328,10:00
1329,Video Lesson for Topic 1329,25:30:00
1330,Video Lesson for Topic 1330,08:15
1331,Video Lesson for Topic 1331,15:20
1332,Video Lesson for Topic 1332,05:30
1333,Video Lesson for Topic 1333,25:30:00
1334,Video Lesson for Topic 1334,18:10
1335,Video Lesson for Topic 1335,08:15
1336,Video Lesson for Topic 1336,15:20
1337,Video Lesson for Topic 1337,05:30
1338,Video Lesson for Topic 1338,05:30
1339,Video Lesson for Topic 1339,05:30
1340,Video Lesson for Topic 1340,25:30:00
1341,Video Lesson for Topic 1341,20:00
1342,Video Lesson for Topic 1342,18:10
1343,Video Lesson for Topic 1343,05:30
1344,Video Lesson for Topic 1344,12:45
1345,Video Lesson for Topic 1345,15:20
1346,Video Lesson for Topic 1346,08:15
1347,Video Lesson for Topic 1347,05:30
1348,Video Lesson for Topic 1348,10:00
1349,Video Lesson for Topic 1349,10:00
1350,Video Lesson for Topic 1350,20:00
1351,Video Lesson for Topic 1351,10:00
1352,Video Lesson for Topic 1352,10:00
1353,Video Lesson for Topic 1353,12:45
1354,Video Lesson for Topic 1354,12:45
1355,Video Lesson for Topic 1355,15:20
1356,Video Lesson for Topic 1356,08:15
1357,Video Lesson for Topic 1357,20:00
1358,Video Lesson for Topic 1358,08:15
1359,Video Lesson for Topic 1359,30:00:00
1360,Video Lesson for Topic 1360,25:30:00
1361,Video Lesson for Topic 1361,08:15
1362,Video Lesson for Topic 1362,08:15
1363,Video Lesson for Topic 1363,05:30
1364,Video Lesson for Topic 1364,25:30:00
1365,Video Lesson for Topic 1365,15:20
1366,Video Lesson for Topic 1366,18:10
1367,Video Lesson for Topic 1367,15:20
1368,Video Lesson for Topic 1368,15:20
1369,Video Lesson for Topic 1369,30:00:00
1370,Video Lesson for Topic 1370,20:00
1371,Video Lesson for Topic 1371,08:15
1372,Video Lesson for Topic 1372,20:00
1373,Video Lesson for Topic 1373,25:30:00
1374,Video Lesson for Topic 1374,12:45
1375,Video Lesson for Topic 1375,12:45
1376,Video Lesson for Topic 1376,05:30
1377,Video Lesson for Topic 1377,25:30:00
1378,Video Lesson for Topic 1378,10:00
1379,Video Lesson for Topic 1379,20:00
1380,Video Lesson for Topic 1380,05:30
1381,Video Lesson for Topic 1381,12:45
1382,Video Lesson for Topic 1382,25:30:00
1383,Video Lesson for Topic 1383,15:20
1384,Video Lesson for Topic 1384,10:00
1385,Video Lesson for Topic 1385,18:10
1386,Video Lesson for Topic 1386,18:10
1387,Video Lesson for Topic 1387,15:20
1388,Video Lesson for Topic 1388,25:30:00
1389,Video Lesson for Topic 1389,25:30:00
1390,Video Lesson for Topic 1390,20:00
1391,Video Lesson for Topic 1391,15:20
1392,Video Lesson for Topic 1392,15:20
1393,Video Lesson for Topic 1393,08:15
1394,Video Lesson for Topic 1394,20:00
1395,Video Lesson for Topic 1395,30:00:00
1396,Video Lesson for Topic 1396,10:00
